ID_Venda;Data_Venda;Produto;Categoria;Preco_Unitario;Quantidade;Cliente;Região;Forma_Pagamento
1110;03/04/2024;Casaco;Vestuário;97.48;1;Heitor Vargas;Sul;Cartão de Crédito
1111;23/06/2024;Bola de Futebol;Esporte;90.15;2;Theo Lima;Sul;Boleto
1112;20/07/2023;Guarda-roupa;Móveis;2240.05;4;Dr. Mathias Cirino;Norte;Cartão de Débito
1113;30/11/2024;Vestido;Vestuário;99.79;1;Maria Luiza Barros;Centro-Oeste;Pix
1114;03/02/2024;Tênis;Vestuário;171.71;1;Sr. Alexandre Silveira;Nordeste;Dinheiro
1115;08/06/2024;Vestido;Vestuário;48.3;2;Sra. Isadora Porto;Norte;Pix
1116;05/02/2024;Geladeira;Eletrodomésticos;1698.23;5;Fernanda Viana;Sul;Cartão de Débito
1117;21/09/2023;Fone de Ouvido;Eletrônicos;297.01;3;Bryan Alves;Centro-Oeste;Cartão de Débito
1118;28/04/2025;Tablet;Eletrônicos;1041.4;1;Raul Fernandes;Nordeste;Pix
1119;08/12/2024;Calça Jeans;Vestuário;129.12;4;Davi Miguel Lima;Nordeste;Dinheiro
1120;06/05/2023;Micro-ondas;Eletrodomésticos;1304.44;2;Giovanna Viana;Nordeste;Pix
1121;28/04/2023;Máquina de Lavar;Eletrodomésticos;2103.28;4;Dra. Ana Vitória Cavalcante;Sul;Boleto
1122;04/05/2025;Bola de Futebol;Esporte;134.06;5;José Miguel da Cruz;Norte;Cartão de Crédito
1123;12/08/2023;Estante;Móveis;1502.21;1;Sr. Antony Pacheco;Sul;Cartão de Débito
1124;06/09/2023;Micro-ondas;Eletrodomésticos;679.34;3;Alexia da Costa;Norte;Cartão de Crédito
1125;09/06/2024;Jogo de Tabuleiro;Brinquedos;103.2;5;Vitor Gabriel da Cunha;Sul;Pix
1126;12/03/2023;Estante;Móveis;1035.09;3;João Pedro Andrade;Centro-Oeste;Boleto
1127;22/12/2024;Tablet;Eletrônicos;1468.04;2;Ian Barros;Sudeste;Pix
1128;03/01/2023;Raquete de Tênis;Esporte;890.06;5;Dr. Luiz Fernando da Costa;Norte;Cartão de Crédito
1129;04/06/2024;Cadeira;Móveis;498.09;2;Alice Castro;Sul;Cartão de Débito
1130;02/11/2023;Cômoda;Móveis;1337.77;2;Fernanda Jesus;Sul;Cartão de Crédito
1131;15/10/2023;Boneca;Brinquedos;71.26;5;Marcelo Mendonça;Norte;Cartão de Débito
1132;17/06/2024;Boneca;Brinquedos;37.51;5;João Gabriel Marques;Nordeste;Cartão de Crédito
1133;11/10/2023;Smartphone;Eletrônicos;2549.1;2;João Miguel da Luz;Norte;Cartão de Crédito
1134;04/11/2023;Notebook;Eletrônicos;1977.09;5;Vicente da Paz;Sudeste;Cartão de Crédito
1135;13/05/2024;Fone de Ouvido;Eletrônicos;481.02;1;Murilo Sousa;Sudeste;Cartão de Débito
1136;18/04/2023;Cadeira;Móveis;281.53;3;Sophia Costa;Norte;Pix
1137;27/01/2024;Mesa;Móveis;523.33;3;Natália Souza;Centro-Oeste;Boleto
1138;09/06/2024;Tablet;Eletrônicos;1102.77;2;Lorena Jesus;Norte;Cartão de Crédito
1139;24/01/2023;Raquete de Tênis;Esporte;739.76;3;Erick Ribeiro;Centro-Oeste;Cartão de Crédito
1140;09/09/2024;Ar-condicionado;Eletrodomésticos;1573.77;3;João Pedro Pacheco;Sudeste;Pix
1141;28/08/2024;Cômoda;Móveis;1389.27;5;Allana Machado;Sul;Boleto
1142;28/10/2023;Cadeira;Móveis;191.07;1;Mathias Machado;Centro-Oeste;Cartão de Débito
1143;27/11/2024;Sofá;Móveis;1698.19;4;Ian Lima;Sul;Boleto
1144;13/07/2023;Boné;Vestuário;27.92;3;José Pedro Moraes;Centro-Oeste;Cartão de Crédito
1145;26/10/2024;Vestido;Vestuário;144.02;2;Sra. Mariana Pimenta;Sul;Pix
1146;19/08/2024;Mochila de Camping;Esporte;228.68;1;Cauã Cirino;Sudeste;Dinheiro
1147;25/09/2024;Geladeira;Eletrodomésticos;1596.58;1;Danilo Silva;Sudeste;Cartão de Débito
1148;30/12/2024;Cômoda;Móveis;1313.04;2;Vitor Gabriel da Mota;Norte;Cartão de Crédito
1149;28/11/2024;Bola de Futebol;Esporte;118.45;1;Lunna Vargas;Sudeste;Cartão de Débito
1150;19/02/2025;Notebook;Eletrônicos;1966.14;5;Maria Julia da Conceição;Sudeste;Dinheiro
1151;20/12/2023;Mesa;Móveis;1219.19;3;Lucas Gabriel Silveira;Norte;Boleto
1152;05/02/2023;Bola de Futebol;Esporte;125.12;5;Bianca Farias;Centro-Oeste;Dinheiro
1153;18/04/2025;Jogo de Tabuleiro;Brinquedos;154.52;4;Heitor Teixeira;Nordeste;Cartão de Crédito
1154;02/08/2024;Tablet;Eletrônicos;1277.99;1;Gustavo Carvalho;Sudeste;Pix
1155;08/05/2023;Notebook;Eletrônicos;4324.86;1;Davi Luiz Araújo;Sudeste;Cartão de Crédito
1156;14/08/2023;Geladeira;Eletrodomésticos;2137.17;1;Dr. Bruno Monteiro;Norte;Cartão de Crédito
1157;07/01/2024;Tablet;Eletrônicos;1242.43;3;Brenda Ribeiro;Sul;Cartão de Débito
1158;27/10/2024;Impressora;Eletrônicos;740.43;5;Maysa da Cunha;Nordeste;Cartão de Débito
1159;12/06/2023;Micro-ondas;Eletrodomésticos;971.35;3;Maria Julia Nascimento;Centro-Oeste;Cartão de Débito
1160;22/02/2025;Impressora;Eletrônicos;616.68;2;Stella Vasconcelos;Nordeste;Cartão de Crédito
1161;12/06/2024;Mochila de Camping;Esporte;250.64;1;Levi Silveira;Norte;Pix
1162;30/06/2023;Vestido;Vestuário;92.39;1;Breno Gomes;Nordeste;Boleto
1163;22/03/2024;Skate;Esporte;307.64;3;Yago Cardoso;Sul;Cartão de Crédito
1164;26/12/2024;Tênis;Vestuário;172.96;2;Thales Alves;Centro-Oeste;Boleto
1165;16/02/2023;Cômoda;Móveis;1332.18;2;Isabelly Fogaça;Sudeste;Boleto
1166;13/01/2025;Notebook;Eletrônicos;2982.5;4;Vinícius Viana;Centro-Oeste;Cartão de Débito
1167;27/07/2024;Liquidificador;Eletrodomésticos;259.59;3;Maria Júlia Pires;Sul;Cartão de Crédito
1168;22/01/2024;Liquidificador;Eletrodomésticos;387.66;4;Cauê Gonçalves;Centro-Oeste;Cartão de Débito
1169;25/05/2025;Carrinho;Brinquedos;130.37;5;Isadora Lima;Sudeste;Cartão de Crédito
1170;14/03/2024;Bola de Futebol;Esporte;123.89;4;Rebeca da Rocha;Sul;Pix
1171;02/05/2024;Mesa;Móveis;1251.41;2;Arthur Lima;Sudeste;Cartão de Débito
1172;29/09/2024;Geladeira;Eletrodomésticos;3311.03;3;Sr. Benjamin Farias;Sul;Pix
1173;20/05/2024;Mesa;Móveis;1274.77;1;Dra. Bella Barros;Nordeste;Pix
1174;24/05/2024;Vestido;Vestuário;41.08;1;Maria Vitória Barros;Nordeste;Cartão de Crédito
1175;17/04/2023;Tênis;Vestuário;62.06;1;Arthur Miguel Mendonça;Sul;Dinheiro
1176;17/04/2023;Impressora;Eletrônicos;1123.51;2;Laura Cassiano;Centro-Oeste;Cartão de Crédito
1177;04/03/2025;Micro-ondas;Eletrodomésticos;780.63;1;Erick Rios;Sudeste;Cartão de Débito
1178;15/01/2023;Cômoda;Móveis;867.98;1;Diogo Pacheco;Centro-Oeste;Cartão de Crédito
1179;05/01/2024;Estante;Móveis;1588.53;5;Anna Liz Barros;Centro-Oeste;Cartão de Débito
1180;12/02/2024;Skate;Esporte;581.35;5;Clarice Pereira;Centro-Oeste;Cartão de Débito
1181;26/08/2023;Casaco;Vestuário;74.06;1;Ana Beatriz Câmara;Centro-Oeste;Boleto
1182;03/07/2024;Carrinho;Brinquedos;52.07;2;Antônio Araújo;Sudeste;Cartão de Débito
1183;25/04/2024;Fone de Ouvido;Eletrônicos;428.21;4;Bianca Fogaça;Nordeste;Cartão de Crédito
1184;24/05/2024;Geladeira;Eletrodomésticos;3973.66;2;Maysa Machado;Sul;Cartão de Débito
1185;12/12/2023;Vestido;Vestuário;135.52;5;Eduardo Camargo;Centro-Oeste;Boleto
1186;29/04/2023;Notebook;Eletrônicos;4205.63;4;Eduardo Pastor;Sul;Boleto
1187;01/09/2024;Notebook;Eletrônicos;3745.95;3;Milena Santos;Sudeste;Cartão de Crédito
1188;29/11/2024;Estante;Móveis;1010.33;3;Rebeca Albuquerque;Centro-Oeste;Pix
1189;29/10/2023;Tênis;Vestuário;175.33;3;Eduarda Cavalcante;Sul;Pix
1190;14/02/2024;Jogo de Tabuleiro;Brinquedos;124.17;4;Maria Julia Santos;Nordeste;Boleto
1191;10/07/2024;Calça Jeans;Vestuário;198.47;3;Liam Nascimento;Centro-Oeste;Dinheiro
1192;12/06/2023;Cômoda;Móveis;1149.02;2;Sophie Correia;Nordeste;Boleto
1193;19/04/2024;Calça Jeans;Vestuário;156.59;4;Davi Luiz Pimenta;Nordeste;Cartão de Débito
1194;24/01/2024;Bicicleta Infantil;Brinquedos;555.99;3;Heloisa Oliveira;Centro-Oeste;Cartão de Débito
1195;11/07/2024;Raquete de Tênis;Esporte;689.82;5;João Guilherme Viana;Sudeste;Cartão de Débito
1196;12/06/2024;Boneca;Brinquedos;92.43;5;Matheus Costa;Centro-Oeste;Cartão de Crédito
1197;17/02/2023;Mochila de Camping;Esporte;180.8;3;Hellena Teixeira;Nordeste;Boleto
1198;28/02/2023;Estante;Móveis;929.63;3;Dra. Brenda Almeida;Nordeste;Cartão de Crédito
1199;17/04/2024;Cadeira;Móveis;304.25;5;Maria Laura Martins;Norte;Cartão de Crédito
1200;08/06/2023;Boneca;Brinquedos;92.7;3;Bernardo Moreira;Nordeste;Cartão de Crédito
1201;30/09/2023;Guarda-roupa;Móveis;873.43;2;Daniela Rocha;Sul;Cartão de Débito
1202;05/01/2023;Cadeira;Móveis;346.62;5;Dra. Maria Júlia Lima;Sudeste;Pix
1203;14/10/2024;Bicicleta Infantil;Brinquedos;589.94;4;Luiz Otávio Leão;Norte;Cartão de Crédito
1204;26/05/2023;Boneca;Brinquedos;42.28;2;Sara Campos;Sul;Pix
1205;01/04/2024;Fone de Ouvido;Eletrônicos;226.38;4;Daniel Farias;Norte;Cartão de Débito
1206;21/05/2025;Liquidificador;Eletrodomésticos;302.22;5;José Miguel Cardoso;Centro-Oeste;Boleto
1207;23/11/2024;Micro-ondas;Eletrodomésticos;649.85;3;Lucca Fonseca;Norte;Cartão de Débito
1208;30/06/2023;Monitor;Eletrônicos;1354.68;1;Olivia Jesus;Sudeste;Cartão de Crédito
1209;23/08/2023;Liquidificador;Eletrodomésticos;230.85;5;Rebeca Gomes;Sudeste;Cartão de Débito
1210;30/05/2024;Smartphone;Eletrônicos;1665.42;5;Sra. Eloah Sousa;Nordeste;Cartão de Débito
1211;03/01/2025;Raquete de Tênis;Esporte;1647.52;5;Ian Moreira;Nordeste;Cartão de Débito
1212;12/03/2023;Smartphone;Eletrônicos;1028.55;3;Emanuel Dias;Sul;Cartão de Crédito
1213;14/12/2023;Cadeira;Móveis;314.56;2;Dr. João Pedro Vieira;Centro-Oeste;Dinheiro
1214;11/05/2023;Monitor;Eletrônicos;653.78;2;Sr. Thiago da Cruz;Sul;Cartão de Crédito
1215;25/12/2023;Boné;Vestuário;23.36;1;Gustavo Henrique Dias;Nordeste;Pix
1216;06/12/2024;Tênis;Vestuário;162.13;2;Ian Mendonça;Centro-Oeste;Boleto
1217;26/10/2023;Sofá;Móveis;3234.95;3;Alice Brito;Norte;Cartão de Débito
1218;11/11/2023;Vestido;Vestuário;113.89;5;Nathan Dias;Sul;Cartão de Crédito
1219;19/12/2024;Monitor;Eletrônicos;1739.0;5;José Miguel Nascimento;Norte;Cartão de Crédito
1220;11/06/2023;Tênis;Vestuário;174.36;5;Alícia Câmara;Nordeste;Dinheiro
1221;23/01/2023;Ar-condicionado;Eletrodomésticos;3987.67;2;Srta. Marina Nascimento;Sul;Cartão de Crédito
1222;22/10/2024;Estante;Móveis;1188.5;3;Sr. Samuel Pacheco;Sudeste;Cartão de Débito
1223;20/05/2023;Boneca;Brinquedos;37.64;2;Luiz Otávio Barros;Nordeste;Boleto
1224;18/01/2023;Boné;Vestuário;15.29;5;Dr. José Pedro Rodrigues;Norte;Pix
1225;15/07/2023;Vestido;Vestuário;105.52;2;Arthur Gabriel Nunes;Sudeste;Pix
1226;03/02/2025;Ar-condicionado;Eletrodomésticos;2389.45;3;Sr. Ravi Lucca Vasconcelos;Nordeste;Pix
1227;11/06/2023;Cômoda;Móveis;1664.64;4;Ravy Duarte;Sul;Cartão de Crédito
1228;05/04/2023;Tablet;Eletrônicos;993.65;4;Kamilly Sales;Centro-Oeste;Pix
1229;30/04/2024;Camiseta;Vestuário;188.08;2;Olivia Vasconcelos;Sudeste;Dinheiro
1230;31/03/2023;Monitor;Eletrônicos;897.75;4;Bárbara Garcia;Nordeste;Boleto
1231;12/04/2023;Jogo de Tabuleiro;Brinquedos;57.82;5;Liz Mendes;Sudeste;Cartão de Débito
1232;25/11/2023;Fogão;Eletrodomésticos;2027.79;4;Dra. Bianca Barbosa;Nordeste;Dinheiro
1233;01/07/2024;Mochila de Camping;Esporte;335.4;2;Dra. Luana Novais;Centro-Oeste;Cartão de Débito
1234;27/11/2023;Bicicleta Infantil;Brinquedos;637.81;2;Sra. Hellena Nascimento;Sul;Dinheiro
1235;24/02/2025;Estante;Móveis;1494.76;4;Sra. Emanuella Macedo;Centro-Oeste;Pix
1236;12/02/2024;Guarda-roupa;Móveis;1996.29;5;Yuri Cavalcanti;Centro-Oeste;Cartão de Débito
1237;27/05/2024;Calça Jeans;Vestuário;156.47;3;Leandro Guerra;Sul;Boleto
1238;09/12/2024;Liquidificador;Eletrodomésticos;264.48;4;Benicio Alves;Centro-Oeste;Boleto
1239;23/12/2023;Fone de Ouvido;Eletrônicos;374.41;5;Olivia Cavalcante;Sudeste;Dinheiro
1240;19/07/2023;Monitor;Eletrônicos;1136.75;5;Emanuelly Cavalcanti;Norte;Dinheiro
1241;25/04/2024;Sofá;Móveis;2946.85;5;João Gabriel Moura;Sudeste;Dinheiro
1242;09/01/2024;Geladeira;Eletrodomésticos;1622.97;2;Dr. Bryan Ribeiro;Sul;Dinheiro
1243;03/04/2023;Casaco;Vestuário;199.99;2;Enzo da Cruz;Centro-Oeste;Boleto
1244;17/02/2023;Jogo de Tabuleiro;Brinquedos;75.1;5;Sra. Yasmin Alves;Sul;Pix
1245;23/12/2024;Fone de Ouvido;Eletrônicos;350.89;4;Yuri Oliveira;Sul;Boleto
1246;06/10/2024;Skate;Esporte;720.45;1;Sra. Lunna Guerra;Norte;Dinheiro
1247;27/05/2023;Monitor;Eletrônicos;1525.93;5;Dante da Cruz;Centro-Oeste;Dinheiro
1248;02/03/2025;Liquidificador;Eletrodomésticos;278.51;5;João Felipe Dias;Norte;Cartão de Débito
1249;18/12/2023;Tênis;Vestuário;162.12;2;Lorenzo da Paz;Sudeste;Cartão de Crédito
1250;21/04/2025;Liquidificador;Eletrodomésticos;300.03;1;Antônio Pereira;Nordeste;Cartão de Crédito
1251;22/01/2025;Casaco;Vestuário;226.76;2;Dra. Raquel Correia;Nordeste;Pix
1252;11/06/2024;Skate;Esporte;769.25;2;Maria Luísa Costela;Nordeste;Cartão de Crédito
1253;22/07/2024;Fone de Ouvido;Eletrônicos;436.39;1;Evelyn Lima;Centro-Oeste;Boleto
1254;11/08/2024;Geladeira;Eletrodomésticos;1537.71;2;Lucas Gabriel Ribeiro;Sul;Pix
1255;15/09/2024;Jogo de Tabuleiro;Brinquedos;89.47;5;Laura Rocha;Sudeste;Pix
1256;28/05/2025;Boné;Vestuário;29.77;5;Maria Liz Cirino;Nordeste;Dinheiro
1257;07/01/2023;Mesa;Móveis;660.07;5;Benicio Peixoto;Nordeste;Pix
1258;06/03/2023;Fogão;Eletrodomésticos;2044.01;4;Dr. Vinicius Pinto;Sudeste;Dinheiro
1259;13/02/2025;Camiseta;Vestuário;184.43;2;Ana Liz Vieira;Norte;Cartão de Débito
1260;23/11/2024;Jogo de Tabuleiro;Brinquedos;124.76;4;Dra. Ana Cecília Cunha;Nordeste;Cartão de Crédito
1261;04/02/2023;Guarda-roupa;Móveis;1773.33;4;Arthur Miguel Moreira;Sudeste;Dinheiro
1262;14/02/2025;Mesa;Móveis;1333.23;5;Vitor Hugo Moura;Nordeste;Boleto
1263;09/03/2024;Máquina de Lavar;Eletrodomésticos;3894.29;2;Isaac da Conceição;Centro-Oeste;Cartão de Crédito
1264;15/01/2024;Fogão;Eletrodomésticos;2328.4;4;Sarah Rios;Sudeste;Boleto
1265;07/02/2025;Mesa;Móveis;964.51;4;Thomas Cunha;Nordeste;Dinheiro
1266;06/04/2025;Carrinho;Brinquedos;22.68;4;Dr. Diogo Oliveira;Norte;Cartão de Crédito
1267;20/10/2024;Vestido;Vestuário;77.91;5;Sr. Erick da Cunha;Sul;Pix
1268;07/10/2023;Carrinho;Brinquedos;122.2;1;Pietra Marques;Norte;Cartão de Débito
1269;08/05/2024;Máquina de Lavar;Eletrodomésticos;1573.6;2;Gabrielly Rios;Centro-Oeste;Cartão de Crédito
1270;06/04/2023;Sofá;Móveis;3298.26;5;Antonella Barros;Norte;Pix
1271;11/07/2024;Bicicleta Infantil;Brinquedos;253.11;3;Maria Vitória Cardoso;Sudeste;Cartão de Crédito
1272;08/01/2024;Casaco;Vestuário;242.78;2;Ana Cecília Machado;Sudeste;Cartão de Débito
1273;02/07/2023;Tênis;Vestuário;181.02;3;Valentim Abreu;Sudeste;Cartão de Débito
1274;05/09/2023;Estante;Móveis;1930.33;1;Srta. Cecilia Costela;Sul;Cartão de Crédito
1275;31/01/2025;Máquina de Lavar;Eletrodomésticos;3944.79;5;Igor Azevedo;Sudeste;Dinheiro
1276;29/03/2024;Vestido;Vestuário;78.11;5;Dr. Mateus Rodrigues;Sul;Boleto
1277;05/04/2024;Tênis;Vestuário;105.87;4;Alice Pires;Sudeste;Pix
1278;18/09/2023;Casaco;Vestuário;211.48;4;Ágatha Machado;Nordeste;Pix
1279;24/04/2023;Cadeira;Móveis;322.33;2;Isadora Gomes;Sudeste;Cartão de Débito
1280;13/11/2024;Boneca;Brinquedos;91.8;3;Davi Miguel Andrade;Norte;Dinheiro
1281;14/04/2023;Smartphone;Eletrônicos;2458.3;4;Alice Teixeira;Sul;Cartão de Crédito
1282;28/05/2024;Notebook;Eletrônicos;4647.27;4;Isabella Câmara;Sudeste;Boleto
1283;19/11/2023;Casaco;Vestuário;125.93;1;Srta. Rafaela Vieira;Nordeste;Pix
1284;26/02/2025;Bola de Futebol;Esporte;111.39;2;Dra. Melina Costa;Nordeste;Cartão de Débito
1285;25/09/2023;Fone de Ouvido;Eletrônicos;130.04;3;Ísis Cavalcanti;Nordeste;Pix
1286;11/06/2024;Impressora;Eletrônicos;397.53;4;Dra. Aylla Pires;Centro-Oeste;Cartão de Crédito
1287;19/07/2023;Bicicleta Infantil;Brinquedos;692.37;5;Maysa da Costa;Norte;Boleto
1288;31/10/2023;Tablet;Eletrônicos;1714.84;2;Dr. Renan Fogaça;Centro-Oeste;Cartão de Crédito
1289;26/02/2024;Bicicleta Infantil;Brinquedos;205.09;2;Dr. Luiz Felipe das Neves;Nordeste;Dinheiro
1290;17/08/2024;Monitor;Eletrônicos;1847.85;2;Heloisa da Conceição;Norte;Cartão de Crédito
1291;06/08/2024;Boneca;Brinquedos;80.17;3;Daniela Sampaio;Sudeste;Cartão de Crédito
1292;30/03/2023;Casaco;Vestuário;196.32;5;Maria Fernanda Mendonça;Norte;Boleto
1293;27/07/2024;Mesa;Móveis;1376.84;5;Dr. João Silva;Centro-Oeste;Boleto
1294;05/09/2023;Mesa;Móveis;523.38;3;Agatha Caldeira;Nordeste;Dinheiro
1295;20/03/2023;Liquidificador;Eletrodomésticos;476.8;3;Levi Melo;Sul;Dinheiro
1296;27/05/2025;Mesa;Móveis;742.64;2;Allana Santos;Sul;Boleto
1297;28/12/2024;Sofá;Móveis;2682.93;1;Samuel Vasconcelos;Sul;Cartão de Crédito
1298;07/04/2025;Cômoda;Móveis;800.54;1;Rhavi Leão;Nordeste;Cartão de Débito
1299;12/07/2024;Guarda-roupa;Móveis;2485.76;4;Evelyn Pacheco;Sul;Cartão de Débito
1300;02/01/2025;Raquete de Tênis;Esporte;832.5;2;Isabelly da Mata;Centro-Oeste;Pix
1301;08/12/2024;Fogão;Eletrodomésticos;1430.23;1;Sra. Ana Carolina Sá;Norte;Dinheiro
1302;03/05/2024;Fogão;Eletrodomésticos;1742.76;4;Bárbara da Cunha;Centro-Oeste;Pix
1303;15/03/2023;Casaco;Vestuário;220.49;5;Dr. Theodoro Fonseca;Centro-Oeste;Cartão de Débito
1304;22/01/2023;Skate;Esporte;664.55;5;Isaque da Cruz;Sul;Cartão de Crédito
1305;20/01/2025;Mesa;Móveis;833.0;1;Maria Vitória Macedo;Norte;Boleto
1306;14/03/2024;Estante;Móveis;1564.97;2;Ian Aragão;Sudeste;Cartão de Débito
1307;20/08/2023;Sofá;Móveis;1625.76;1;Antônio Sales;Sul;Boleto
1308;17/01/2024;Máquina de Lavar;Eletrodomésticos;1733.89;3;Eloá Leão;Sul;Boleto
1309;29/06/2023;Guarda-roupa;Móveis;2069.63;1;Lavínia Novaes;Centro-Oeste;Boleto
1310;21/01/2023;Casaco;Vestuário;180.03;5;Joaquim Rodrigues;Centro-Oeste;Boleto
1311;13/06/2023;Guarda-roupa;Móveis;2335.57;5;Ravi Lucca Siqueira;Norte;Boleto
1312;14/06/2024;Impressora;Eletrônicos;863.88;1;Beatriz Souza;Norte;Pix
1313;02/09/2024;Mochila de Camping;Esporte;152.73;4;João Montenegro;Centro-Oeste;Cartão de Crédito
1314;08/05/2025;Bicicleta Infantil;Brinquedos;571.42;5;Isabella Vieira;Norte;Cartão de Débito
1315;14/04/2024;Casaco;Vestuário;198.77;4;Olívia Monteiro;Sudeste;Cartão de Crédito
1316;13/11/2024;Tênis;Vestuário;140.98;2;Giovanna da Rocha;Norte;Boleto
1317;01/03/2023;Raquete de Tênis;Esporte;573.85;3;Ana Beatriz Montenegro;Nordeste;Cartão de Débito
1318;05/04/2023;Jogo de Tabuleiro;Brinquedos;171.57;2;Dra. Ana Carolina Fonseca;Sul;Cartão de Débito
1319;22/03/2023;Jogo de Tabuleiro;Brinquedos;102.16;1;Breno Pinto;Nordeste;Boleto
1320;03/08/2024;Mesa;Móveis;908.3;2;Laura da Cunha;Sudeste;Cartão de Crédito
1321;28/12/2024;Casaco;Vestuário;70.12;1;Pedro Miguel Machado;Centro-Oeste;Cartão de Crédito
1322;15/01/2025;Micro-ondas;Eletrodomésticos;761.87;1;Bruna Castro;Nordeste;Boleto
1323;09/12/2023;Fogão;Eletrodomésticos;1090.78;5;Sra. Maria Vitória Santos;Centro-Oeste;Dinheiro
1324;19/08/2024;Bola de Futebol;Esporte;88.36;3;Davi Miguel da Cruz;Norte;Cartão de Crédito
1325;18/12/2023;Geladeira;Eletrodomésticos;2011.48;5;Emilly Montenegro;Nordeste;Cartão de Débito
1326;09/05/2023;Jogo de Tabuleiro;Brinquedos;155.86;1;Eduarda Moura;Nordeste;Cartão de Débito
1327;24/02/2024;Jogo de Tabuleiro;Brinquedos;94.9;5;Vitor Hugo Cirino;Sudeste;Boleto
1328;11/04/2025;Boneca;Brinquedos;58.07;2;Maria Luiza Santos;Norte;Boleto
1329;19/10/2023;Skate;Esporte;662.19;5;Dra. Eloá Macedo;Norte;Dinheiro
1330;16/11/2024;Máquina de Lavar;Eletrodomésticos;1471.15;1;Antonella Cavalcante;Centro-Oeste;Boleto
1331;26/06/2024;Ar-condicionado;Eletrodomésticos;2037.56;1;Sophie Campos;Sul;Boleto
1332;07/04/2023;Fone de Ouvido;Eletrônicos;295.46;5;Ana Vitória Camargo;Sul;Pix
1333;25/08/2024;Bola de Futebol;Esporte;174.8;4;Maria Luísa Brito;Centro-Oeste;Pix
1334;19/03/2023;Calça Jeans;Vestuário;194.61;4;Maria Isis Jesus;Sudeste;Cartão de Crédito
1335;09/04/2025;Estante;Móveis;1559.62;3;Dom Lopes;Centro-Oeste;Boleto
1336;13/12/2023;Notebook;Eletrônicos;1923.35;4;Luiz Henrique Nogueira;Sudeste;Pix
1337;25/12/2024;Cômoda;Móveis;602.9;5;João Miguel Martins;Nordeste;Cartão de Débito
1338;07/02/2023;Carrinho;Brinquedos;102.23;1;Maria Liz Rezende;Nordeste;Dinheiro
1339;15/12/2024;Mochila de Camping;Esporte;279.37;4;Aurora da Cruz;Sul;Dinheiro
1340;20/03/2023;Casaco;Vestuário;174.74;3;Henry Gabriel Jesus;Nordeste;Pix
1341;16/11/2023;Skate;Esporte;520.32;3;Srta. Alice Nogueira;Nordeste;Cartão de Crédito
1342;11/05/2024;Micro-ondas;Eletrodomésticos;917.83;4;Dr. Caio Moraes;Norte;Cartão de Débito
1343;21/10/2024;Monitor;Eletrônicos;940.75;1;Maya Fogaça;Norte;Cartão de Crédito
1344;06/01/2024;Tênis;Vestuário;235.66;3;Ana Carolina Camargo;Sudeste;Boleto
1345;10/02/2023;Estante;Móveis;759.01;4;Emanuella Rezende;Nordeste;Pix
1346;30/05/2023;Boneca;Brinquedos;52.36;3;Maria Sophia Ribeiro;Centro-Oeste;Dinheiro
1347;11/12/2023;Fogão;Eletrodomésticos;1644.75;5;Nathan Cassiano;Sul;Boleto
1348;25/08/2023;Máquina de Lavar;Eletrodomésticos;1287.13;1;Pedro Miguel Cavalcanti;Sudeste;Cartão de Crédito
1349;08/05/2025;Carrinho;Brinquedos;69.56;3;Thomas da Costa;Sudeste;Pix
1350;12/03/2025;Estante;Móveis;1752.92;5;Gustavo Henrique Vasconcelos;Centro-Oeste;Cartão de Débito
1351;02/09/2023;Calça Jeans;Vestuário;56.39;4;Liam Duarte;Nordeste;Dinheiro
1352;26/10/2024;Mesa;Móveis;484.05;2;Sr. Rael Leão;Sudeste;Dinheiro
1353;14/09/2023;Estante;Móveis;1611.18;5;Ágatha Moura;Nordeste;Dinheiro
1354;12/01/2024;Notebook;Eletrônicos;2491.31;5;Vinicius Machado;Nordeste;Cartão de Crédito
1355;30/04/2024;Tablet;Eletrônicos;1436.01;5;Mirella da Rosa;Sul;Pix
1356;20/07/2024;Vestido;Vestuário;73.32;3;Alexandre da Rocha;Nordeste;Cartão de Débito
1357;26/10/2024;Boné;Vestuário;27.52;2;Bella Costela;Nordeste;Pix
1358;18/01/2024;Estante;Móveis;1615.32;2;Luigi Moreira;Nordeste;Cartão de Débito
1359;06/06/2024;Mochila de Camping;Esporte;243.76;5;Ravi Lucca Gonçalves;Centro-Oeste;Pix
1360;06/01/2024;Sofá;Móveis;2349.53;3;Stephany Melo;Sudeste;Pix
1361;22/12/2023;Estante;Móveis;899.83;5;Renan Sá;Sul;Cartão de Crédito
1362;26/12/2023;Boné;Vestuário;27.07;1;Heitor Novaes;Sul;Dinheiro
1363;05/09/2024;Monitor;Eletrônicos;537.51;1;Ana Júlia Azevedo;Nordeste;Cartão de Crédito
1364;21/06/2023;Camiseta;Vestuário;179.35;1;Gael Martins;Centro-Oeste;Pix
1365;13/10/2023;Calça Jeans;Vestuário;144.05;3;Caio Pereira;Norte;Boleto
1366;19/11/2023;Estante;Móveis;905.3;3;Hellena Oliveira;Sul;Pix
1367;13/01/2023;Calça Jeans;Vestuário;85.01;2;Srta. Olivia Pastor;Sudeste;Boleto
1368;14/08/2024;Mochila de Camping;Esporte;245.18;1;Dra. Bella Sales;Nordeste;Dinheiro
1369;24/12/2024;Cômoda;Móveis;1395.62;3;Pietra Viana;Sudeste;Pix
